pheno	meanratio	sdratio	meanr2	sdr2	meanmddr2	sdmddr2	lower	upper
168	self.diabetes	0.0740858004215259	0.0450489154344141	0.0009223053	0.000495600192637405	0.013320245	0.00298567370798638	-0.0142100738299257	0.162381674672978
169	self.heartdisease	0.0859493045146077	0.0805265533389874	0.0010134245	0.000751475599235301	0.013320245	0.00298567370798638	-0.0718827400298075	0.243781349059023
170	self.highbloodpressure	0.0682835292395489	0.0283604499840139	0.000854864	0.000286973093372493	0.013320245	0.00298567370798638	0.0126970472708817	0.123870011208216
171	self.lungcancer	0.106220464826917	0.0746844000127772	0.001322505	0.000862711447093536	0.013320245	0.00298567370798638	-0.0401609591981268	0.25260188885196
172	self.parkinsons	0.134719372531696	0.0600215968133563	0.0017037337	0.000649424027671024	0.013320245	0.00298567370798638	0.0170770427775172	0.252361702285874
173	self.prostatecancer	0.0470489419982685	0.0365687113110676	0.000602917	0.000429526315039667	0.013320245	0.00298567370798638	-0.0246257321714241	0.118723616167961
174	self.stroke	0.0778070929029827	0.0556077761441111	0.0009430126	0.000565755506268526	0.013320245	0.00298567370798638	-0.031184148339475	0.18679833414544
175	sex	0.0102797054888003	0.0113376330352146	0.00012256519	0.000106552689593099	0.013320245	0.00298567370798638	-0.0119420552602203	0.0325014662378209
176	shiftworkjob.baseline	0.02668300023118	0.018102917090404	0.0003313954	0.000214648822472739	0.013320245	0.00298567370798638	-0.00879871726601183	0.0621647177283717
177	shortatage10.baseline	0.0224737688823041	0.0145105117092986	0.00026992285	0.000148022113558911	0.013320245	0.00298567370798638	-0.00596683406792105	0.0509143718325293
178	sibling.alzheimers	0.113692013261438	0.105748706427649	0.0014467589	0.00133361950856369	0.013320245	0.00298567370798638	-0.0935754513367527	0.32095947785963
179	sibling.bowelcancer	0.0724723004152514	0.0414491628649124	0.0009424845	0.000511372503784831	0.013320245	0.00298567370798638	-0.008768058799977	0.15371265963048
180	sibling.breastcancer	0.0303671044482086	0.0144162552885738	0.0003997932	0.000198280952956937	0.013320245	0.00298567370798638	0.0021112440826039	0.0586229648138132
181	sibling.bronchitis	0.128781411952596	0.0828266669927115	0.0016764276	0.00101677533018528	0.013320245	0.00298567370798638	-0.0335588553531185	0.291121679258311
182	sibling.diabetes	0.0493046393822679	0.0419713985291407	0.0006040514	0.000422882495730381	0.013320245	0.00298567370798638	-0.0329593017348478	0.131568580499384
183	sibling.heartdisease	0.0565224593582629	0.0572624187963598	0.0006690474	0.000557111558691634	0.013320245	0.00298567370798638	-0.0557118814826023	0.168756800199128
184	sibling.highbloodpressure	0.0605602261823111	0.0413976849863959	0.0007152922	0.00037274469096325	0.013320245	0.00298567370798638	-0.0205792363910249	0.141699688755647
185	sibling.lungcancer	0.0534655531026837	0.0492288807359199	0.0006550283	0.000527568478288638	0.013320245	0.00298567370798638	-0.0430230531397192	0.149954159345087
186	sibling.nbrothers	0.0252336856887339	0.00962234132793614	0.0003410182	0.000158468089023767	0.013320245	0.00298567370798638	0.00637389668597905	0.0440934746914887
187	sibling.nolder	0.0358810651151109	0.0205762228180788	0.0004648422	0.000286341779736811	0.013320245	0.00298567370798638	-0.00444833160832362	0.0762104618385454
188	sibling.nsisters	0.0294021086228266	0.0167790929796012	0.0003562361	0.000162066764518996	0.013320245	0.00298567370798638	-0.00348491361719176	0.0622891308628449
