pheno	meanratio	sdratio	meanr2	sdr2	meanmddr2	sdmddr2	lower	upper
175	shiftworkjob.baseline	0.0632448176079787	0.0306895251084352	0.0003053371	0.000110590004796948	0.005301941	0.001911244052039	0.00309334839544571	0.123396286820512
176	shortatage10.baseline	0.0703067257415216	0.0361199100677341	0.0003417605	0.000148066031728528	0.005301941	0.001911244052039	-0.000488297991237369	0.14110174947428
177	sibling.alzheimers	0.313574183670995	0.188509711815545	0.0015936917	0.000905778006266565	0.005301941	0.001911244052039	-0.0559048514874743	0.683053218829464
178	sibling.bowelcancer	0.130989350478292	0.106061246470785	0.0005520684	0.000271651922022037	0.005301941	0.001911244052039	-0.0768906926044465	0.33886939356103
179	sibling.breastcancer	0.108629603910998	0.0660287509734094	0.0004883632	0.000184435671625517	0.005301941	0.001911244052039	-0.0207867479968848	0.23804595581888
180	sibling.bronchitis	0.164509347429099	0.162576204258253	0.0007577512	0.000489369056445996	0.005301941	0.001911244052039	-0.154140012917076	0.483158707775274
181	sibling.diabetes	0.101686562463027	0.0876292837474854	0.00049271407	0.000344414511861062	0.005301941	0.001911244052039	-0.0700668336820448	0.273439958608098
182	sibling.heartdisease	0.0832825112930963	0.0533060788490856	0.0003775532	0.000116492770748327	0.005301941	0.001911244052039	-0.0211974032511116	0.187762425837304
183	sibling.highbloodpressure	0.0573616085404268	0.0243881053976793	0.0002831815	0.000121737554258011	0.005301941	0.001911244052039	0.00956092196097542	0.105162295119878
184	sibling.lungcancer	0.208008968141738	0.146096113467223	0.0010391211	0.000720440930483463	0.005301941	0.001911244052039	-0.0783394142540204	0.494357350537495
185	sibling.nbrothers	0.0539828687563588	0.0344367384691864	0.00027193699	0.000173671495540668	0.005301941	0.001911244052039	-0.0135131386432466	0.121478876155964
186	sibling.nolder	0.0729942032058147	0.0483247063380128	0.00032594096	0.000162305943292476	0.005301941	0.001911244052039	-0.0217222212166903	0.16771062762832
187	sibling.nsisters	0.0468028189598444	0.0303081310853221	0.00020358932	6.95594397792405e-05	0.005301941	0.001911244052039	-0.012601117967387	0.106206755887076
188	sibling.parkinsons	0.337542569706343	0.344487520427813	0.0013942657	0.000897092516382669	0.005301941	0.001911244052039	-0.33765297033217	1.01273810974486
189	sibling.prostatecancer	0.211982862752493	0.260511371520032	0.0010232039	0.00126204880069666	0.005301941	0.001911244052039	-0.298619425426769	0.722585150931756
190	sibling.severedepression	0.33383277671645	0.21692445480848	0.0015640337	0.000658447702496992	0.005301941	0.001911244052039	-0.0913391547081719	0.759004708141071
191	sibling.stroke	0.117324852449914	0.0873505844328084	0.0005302444	0.000270407388446149	0.005301941	0.001911244052039	-0.0538822930383904	0.288531997938219
192	sleepduration.baseline	0.0321704238095816	0.0346362294173365	0.00014062562	0.000107359884865518	0.005301941	0.001911244052039	-0.0357165858483979	0.100057433467561
